,FlightPlanID,GUFI,ADES,ALDT,SIBT,SIBT+10,Date,DelayTime
2233,10466077,IDUMA,ZGGG,2018-06-05 01:40:00,2018-06-05 01:15:00,2018-06-05 01:25:00,2018-06-05 00:00:00,15.0
2234,10468102,IDUMA,ZGGG,2018-06-05 00:06:00,2018-06-05 00:25:00,2018-06-05 00:35:00,2018-06-05 00:00:00,-29.0
2235,10466846,IDUMA,ZGGG,2018-06-05 02:08:00,2018-06-05 01:45:00,2018-06-05 01:55:00,2018-06-05 00:00:00,13.0
2236,10469205,IDUMA,ZGGG,2018-06-05 03:31:00,2018-06-05 04:00:00,2018-06-05 04:10:00,2018-06-05 00:00:00,-39.0
2237,10497068,IDUMA,ZGGG,2018-06-07 21:34:00,2018-06-07 21:40:00,2018-06-07 21:50:00,2018-06-07 00:00:00,-16.0
2238,10497649,IDUMA,ZGGG,2018-06-08 00:40:00,2018-06-08 00:30:00,2018-06-08 00:40:00,2018-06-08 00:00:00,0.0
2239,10496667,IDUMA,ZGGG,2018-06-08 00:06:00,2018-06-08 00:30:00,2018-06-08 00:40:00,2018-06-08 00:00:00,-34.0
2240,10481067,IDUMA,ZGGG,2018-06-06 12:42:00,2018-06-06 12:05:00,2018-06-06 12:15:00,2018-06-06 00:00:00,27.0
2241,10460414,IDUMA,ZGGG,2018-06-04 12:41:00,2018-06-04 12:45:00,2018-06-04 12:55:00,2018-06-04 00:00:00,-14.0
2242,10461094,IDUMA,ZGGG,2018-06-04 13:03:00,2018-06-04 12:35:00,2018-06-04 12:45:00,2018-06-04 00:00:00,18.0
2243,10496733,IDUMA,ZGGG,2018-06-08 00:10:00,2018-06-08 00:20:00,2018-06-08 00:30:00,2018-06-08 00:00:00,-20.0
2244,10632835,IDUMA,ZGGG,2018-06-20 18:15:00,2018-06-20 18:25:00,2018-06-20 18:35:00,2018-06-20 00:00:00,-20.0
2245,10526596,IDUMA,ZGGG,2018-06-10 22:56:00,2018-06-10 23:10:00,2018-06-10 23:20:00,2018-06-10 00:00:00,-24.0
2246,10526525,IDUMA,ZGGG,2018-06-10 22:22:00,2018-06-10 22:45:00,2018-06-10 22:55:00,2018-06-10 00:00:00,-33.0
2247,10526697,IDUMA,ZGGG,2018-06-10 21:56:00,2018-06-10 22:15:00,2018-06-10 22:25:00,2018-06-10 00:00:00,-29.0
2248,10525992,IDUMA,ZGGG,2018-06-10 23:46:00,2018-06-10 23:20:00,2018-06-10 23:30:00,2018-06-10 00:00:00,16.0
2249,10533185,IDUMA,ZGGG,2018-06-11 18:06:00,2018-06-11 18:20:00,2018-06-11 18:30:00,2018-06-11 00:00:00,-24.0
2250,10531529,IDUMA,ZGGG,2018-06-11 19:05:00,2018-06-11 19:30:00,2018-06-11 19:40:00,2018-06-11 00:00:00,-35.0
2251,10533101,IDUMA,ZGGG,2018-06-11 18:55:00,2018-06-11 19:20:00,2018-06-11 19:30:00,2018-06-11 00:00:00,-35.0
2252,10473876,IDUMA,ZGGG,2018-06-05 18:41:00,2018-06-05 18:50:00,2018-06-05 19:00:00,2018-06-05 00:00:00,-19.0
2253,10474040,IDUMA,ZGGG,2018-06-05 20:57:00,2018-06-05 19:10:00,2018-06-05 19:20:00,2018-06-05 00:00:00,97.0
2254,10499449,IDUMA,ZGGG,2018-06-08 12:32:00,2018-06-08 12:40:00,2018-06-08 12:50:00,2018-06-08 00:00:00,-18.0
2255,10505578,IDUMA,ZGGG,2018-06-09 05:31:00,2018-06-09 06:00:00,2018-06-09 06:10:00,2018-06-09 00:00:00,-39.0
2256,10505822,IDUMA,ZGGG,2018-06-08 22:31:00,2018-06-08 21:20:00,2018-06-08 21:30:00,2018-06-08 00:00:00,61.0
